Text,sentiment polarity,sentiment subjectivity,tweet ID
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,-0.5,1.0,1067591804147650560
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067591798074343424
"RT : GREAT NEW EPISODE TOMORROW!

What’s John’s life like in Argentina? What did they think about the #WVU football game? How…",0.19015151515151515,0.5348484848484848,1067591015807295488
"RT : I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

There’s a r…",0.20000000000000004,0.23333333333333336,1067590992398860291
"GREAT NEW EPISODE TOMORROW!

What’s John’s life like in Argentina? What did they think about the #WVU football game… ",0.48522727272727273,0.6022727272727273,1067590535492378624
Big win by Oklahoma over Texas could mean Sugar Bowl for #WVU ,0.1625,0.3958333333333333,1067590337890263042
RT @jnpheen: THANK YOU to all the seniors and the work you've put in for West Virginia University #HailWV #WVU ,0.0,0.0,1067590331598888961
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067590054959349761
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067589999699341312
RT : Lot of confusion out there re Big 12's slot for the Sugar Bowl. But #WVU officials tell me next week's CFP rankings won't…,0.0,0.05,1067589776021364736
RT : Lot of confusion out there re Big 12's slot for the Sugar Bowl. But #WVU officials tell me next week's CFP rankings won't…,0.0,0.05,1067589302543151107
"RT : .@WVUfootball is No. 16 in the #CFBPlayoff rankings. 

#WVU will learn its bowl fate next week. The result of the …",0.0,0.0,1067589137996206080
".@WVUfootball is No. 16 in the #CFBPlayoff rankings. 

#WVU will learn its bowl fate next week. The result of the… ",0.0,0.0,1067589010665734144
Yearly #WVU themed Christmas tree with my photo of  - Babcock State Park in the background. ,0.0,0.0,1067588728573452288
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067588254332002314
Lot of confusion out there re Big 12's slot for the Sugar Bowl. But #WVU officials tell me next week's CFP rankings… ,0.0,0.05,1067587935481077760
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067587304183775233
#WVU should have seen if UNC wanted to play a make up football game this weekend,-0.4,0.4,1067586988386205696
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067586846673301504
"RT : Looking back already, that Oklahoma game stings but that Ok St game really really stings. #WVU",-0.020000000000000007,0.3,1067586613906165760
"RT : David Hardesty is a great West Virginian, was a great President of the University and is a role model for all who look at h…",0.8,0.75,1067586459543183360
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067586391746506752
RT @itskimwebster: The last couple of weeks as #WVU fans may not have gone the way we would’ve liked them to go but I’m still thankful for…,0.3,0.43333333333333335,1067586371613802496
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067585729478430721
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067585691708784640
"RT : David Hardesty is a great West Virginian, was a great President of the University and is a role model for all who look at h…",0.8,0.75,1067584981927686144
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067583553314193408
#WVU drops to #16 in the CFP.,0.0,0.0,1067583385034465280
#WVU won’t be playing for a conference title this weekend but where will it be bowling? That and a lot more in this… ,0.5,0.5,1067582981970305024
"RT : I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

There’s a r…",0.20000000000000004,0.23333333333333336,1067581831699185666
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067581668523982848
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067581642078859264
RT : Cheeesin'  #westvirginia #morgantown #bennyspizza #wvu #bennyvelinos #pizza ,0.0,0.0,1067580807693443072
"RT : On #GivingTuesday around the globe,  reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer…",-0.4,0.7,1067578930293424128
NCAA Die-Cut Window Decal #WVU ,0.0,0.0,1067578833409331200
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067578473399676928
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067578351915814914
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067578061149876225
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067577872158736384
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…",0.125,0.24166666666666664,1067576481252077573
"RT : I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

There’s a r…",0.20000000000000004,0.23333333333333336,1067576033824686080
"RT : So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest rank…",0.0,0.0,1067576017957658624
Cheeesin'  #westvirginia #morgantown #bennyspizza #wvu #bennyvelinos #pizza ,0.0,0.0,1067575073786273793
#WVU falls three spots to No. 16 after a 59-56 loss to now No. 5 Oklahoma. There will likely be no Big 12 champions… ,0.0,0.55,1067575045160079360
"RT : David Hardesty is a great West Virginian, was a great President of the University and is a role model for all who look at h…",0.8,0.75,1067574783725002753
"So... if OU goes to the playoff and we pass Texas in rankings, does that send #WVU to the Sugar Bowl? 2nd highest r… ",0.0,0.0,1067574629450096641
RT : #WVU drops from No. 13 to No. 16 in the latest #CFBPlayoff rankings.,0.5,0.9,1067573435444936705
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067573322496569344
"RT : New #CFBPlayoff Rankings
7. #Michigan
8. #UCF
9. #UF
10. #LSU
11. #UDub
12. #PSU
13. #Wazzu
14. #Texas
15. #UK
16. #WVU…",0.13636363636363635,0.45454545454545453,1067573123749474304
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067572507455172608
RT : Stop by the office and take a tour by November 30th to be entered to win a $500 gift card!! #Studenthousing #Giveaway #…,1.0,0.4,1067572378270601217
"RT : New #CFBPlayoff Rankings
7. #Michigan
8. #UCF
9. #UF
10. #LSU
11. #UDub
12. #PSU
13. #Wazzu
14. #Texas
15. #UK
16. #WVU…",0.13636363636363635,0.45454545454545453,1067571899482427394
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067571671505211392
Sugar Bowl is still alive. Roll Tide and Boomer Sooner this weekend #WVU,0.1,0.4,1067571649065730048
RT @rivalskeenan: #WVU comes in at No. 16 in the College Football Playoff Poll.,0.0,0.0,1067571388091899904
